# wavelength[A] tau flux flux_error
1.284830e+03 2.186582e-02 9.783715e-01 9.891266e-02
1.284840e+03 2.186633e-02 9.783710e-01 9.891264e-02
1.284850e+03 2.186684e-02 9.783705e-01 9.891261e-02
1.284860e+03 2.186735e-02 9.783700e-01 9.891259e-02
1.284870e+03 2.186786e-02 9.783695e-01 9.891256e-02
1.284880e+03 2.186838e-02 9.783690e-01 9.891254e-02
1.284890e+03 2.186889e-02 9.783685e-01 9.891251e-02
1.284900e+03 2.186940e-02 9.783680e-01 9.891249e-02
1.284910e+03 2.186991e-02 9.783675e-01 9.891246e-02
1.284920e+03 2.187042e-02 9.783670e-01 9.891244e-02
1.284930e+03 2.187093e-02 9.783665e-01 9.891241e-02
1.284940e+03 2.187144e-02 9.783660e-01 9.891239e-02
1.284950e+03 2.187195e-02 9.783655e-01 9.891236e-02
1.284960e+03 2.187246e-02 9.783650e-01 9.891234e-02
1.284970e+03 2.187297e-02 9.783645e-01 9.891231e-02
1.284980e+03 2.187348e-02 9.783640e-01 9.891228e-02
1.284990e+03 2.187399e-02 9.783635e-01 9.891226e-02
1.285000e+03 2.187450e-02 9.783630e-01 9.891223e-02
1.285010e+03 2.187501e-02 9.783625e-01 9.891221e-02
1.285020e+03 2.187552e-02 9.783620e-01 9.891218e-02
1.285030e+03 2.187603e-02 9.783615e-01 9.891216e-02
1.285040e+03 2.187655e-02 9.783610e-01 9.891213e-02
1.285050e+03 2.187706e-02 9.783605e-01 9.891211e-02
1.285060e+03 2.187757e-02 9.783600e-01 9.891208e-02
1.285070e+03 2.187808e-02 9.783595e-01 9.891206e-02
1.285080e+03 2.187859e-02 9.783590e-01 9.891203e-02
1.285090e+03 2.187910e-02 9.783585e-01 9.891201e-02
1.285100e+03 2.187961e-02 9.783580e-01 9.891198e-02
1.285110e+03 2.188012e-02 9.783575e-01 9.891196e-02
1.285120e+03 2.188063e-02 9.783570e-01 9.891193e-02
1.285130e+03 2.188114e-02 9.783565e-01 9.891191e-02
1.285140e+03 2.188165e-02 9.783560e-01 9.891188e-02
1.285150e+03 2.188216e-02 9.783555e-01 9.891186e-02
1.285160e+03 2.188267e-02 9.783550e-01 9.891183e-02
1.285170e+03 2.188319e-02 9.783545e-01 9.891180e-02
1.285180e+03 2.188370e-02 9.783540e-01 9.891178e-02
1.285190e+03 2.188421e-02 9.783535e-01 9.891175e-02
1.285200e+03 2.188472e-02 9.783530e-01 9.891173e-02
1.285210e+03 2.188523e-02 9.783525e-01 9.891170e-02
1.285220e+03 2.188574e-02 9.783520e-01 9.891168e-02
1.285230e+03 2.188625e-02 9.783515e-01 9.891165e-02
1.285240e+03 2.188676e-02 9.783510e-01 9.891163e-02
1.285250e+03 2.188727e-02 9.783505e-01 9.891160e-02
1.285260e+03 2.188778e-02 9.783500e-01 9.891158e-02
1.285270e+03 2.188829e-02 9.783495e-01 9.891155e-02
1.285280e+03 2.188881e-02 9.783490e-01 9.891153e-02
1.285290e+03 2.188932e-02 9.783485e-01 9.891150e-02
1.285300e+03 2.188983e-02 9.783480e-01 9.891148e-02
1.285310e+03 2.189034e-02 9.783475e-01 9.891145e-02
1.285320e+03 2.189085e-02 9.783470e-01 9.891143e-02
1.285330e+03 2.189136e-02 9.783465e-01 9.891140e-02
1.285340e+03 2.189187e-02 9.783460e-01 9.891138e-02
1.285350e+03 2.189238e-02 9.783455e-01 9.891135e-02
1.285360e+03 2.189289e-02 9.783450e-01 9.891132e-02
1.285370e+03 2.189340e-02 9.783445e-01 9.891130e-02
1.285380e+03 2.189391e-02 9.783440e-01 9.891127e-02
1.285390e+03 2.189443e-02 9.783435e-01 9.891125e-02
1.285400e+03 2.189494e-02 9.783430e-01 9.891122e-02
1.285410e+03 2.189545e-02 9.783425e-01 9.891120e-02
1.285420e+03 2.189596e-02 9.783420e-01 9.891117e-02
1.285430e+03 2.189647e-02 9.783415e-01 9.891115e-02
1.285440e+03 2.189698e-02 9.783410e-01 9.891112e-02
1.285450e+03 2.189749e-02 9.783405e-01 9.891110e-02
1.285460e+03 2.189800e-02 9.783400e-01 9.891107e-02
1.285470e+03 2.189851e-02 9.783395e-01 9.891105e-02
1.285480e+03 2.189903e-02 9.783390e-01 9.891102e-02
1.285490e+03 2.189954e-02 9.783385e-01 9.891100e-02
1.285500e+03 2.190005e-02 9.783380e-01 9.891097e-02
1.285510e+03 2.190056e-02 9.783375e-01 9.891095e-02
1.285520e+03 2.190107e-02 9.783370e-01 9.891092e-02
1.285530e+03 2.190158e-02 9.783365e-01 9.891090e-02
1.285540e+03 2.190209e-02 9.783360e-01 9.891087e-02
1.285550e+03 2.190260e-02 9.783355e-01 9.891084e-02
1.285560e+03 2.190311e-02 9.783350e-01 9.891082e-02
1.285570e+03 2.190363e-02 9.783345e-01 9.891079e-02
1.285580e+03 2.190414e-02 9.783340e-01 9.891077e-02
1.285590e+03 2.190465e-02 9.783335e-01 9.891074e-02
1.285600e+03 2.190516e-02 9.783330e-01 9.891072e-02
1.285610e+03 2.190567e-02 9.783325e-01 9.891069e-02
1.285620e+03 2.190618e-02 9.783320e-01 9.891067e-02
1.285630e+03 2.190669e-02 9.783315e-01 9.891064e-02
1.285640e+03 2.190720e-02 9.783310e-01 9.891062e-02
1.285650e+03 2.190771e-02 9.783305e-01 9.891059e-02
1.285660e+03 2.190823e-02 9.783300e-01 9.891057e-02
1.285670e+03 2.190874e-02 9.783295e-01 9.891054e-02
1.285680e+03 2.190925e-02 9.783290e-01 9.891052e-02
1.285690e+03 2.190976e-02 9.783285e-01 9.891049e-02
1.285700e+03 2.191027e-02 9.783280e-01 9.891047e-02
1.285710e+03 2.191078e-02 9.783275e-01 9.891044e-02
1.285720e+03 2.191129e-02 9.783270e-01 9.891041e-02
1.285730e+03 2.191180e-02 9.783265e-01 9.891039e-02
1.285740e+03 2.191232e-02 9.783260e-01 9.891036e-02
1.285750e+03 2.191283e-02 9.783255e-01 9.891034e-02
1.285760e+03 2.191334e-02 9.783250e-01 9.891031e-02
1.285770e+03 2.191385e-02 9.783245e-01 9.891029e-02
1.285780e+03 2.191436e-02 9.783240e-01 9.891026e-02
1.285790e+03 2.191487e-02 9.783235e-01 9.891024e-02
1.285800e+03 2.191538e-02 9.783230e-01 9.891021e-02
1.285810e+03 2.191589e-02 9.783225e-01 9.891019e-02
1.285820e+03 2.191641e-02 9.783220e-01 9.891016e-02
1.285830e+03 2.191692e-02 9.783215e-01 9.891014e-02
1.285840e+03 2.191743e-02 9.783210e-01 9.891011e-02
1.285850e+03 2.191794e-02 9.783205e-01 9.891009e-02
1.285860e+03 2.191845e-02 9.783200e-01 9.891006e-02
1.285870e+03 2.191896e-02 9.783195e-01 9.891004e-02
1.285880e+03 2.191947e-02 9.783190e-01 9.891001e-02
1.285890e+03 2.191999e-02 9.783185e-01 9.890998e-02
1.285900e+03 2.192050e-02 9.783180e-01 9.890996e-02
1.285910e+03 2.192101e-02 9.783175e-01 9.890993e-02
1.285920e+03 2.192152e-02 9.783170e-01 9.890991e-02
1.285930e+03 2.192203e-02 9.783165e-01 9.890988e-02
1.285940e+03 2.192254e-02 9.783160e-01 9.890986e-02
1.285950e+03 2.192305e-02 9.783155e-01 9.890983e-02
1.285960e+03 2.192357e-02 9.783150e-01 9.890981e-02
1.285970e+03 2.192408e-02 9.783145e-01 9.890978e-02
1.285980e+03 2.192459e-02 9.783140e-01 9.890976e-02
1.285990e+03 2.192510e-02 9.783135e-01 9.890973e-02
1.286000e+03 2.192561e-02 9.783130e-01 9.890971e-02
1.286010e+03 2.192612e-02 9.783125e-01 9.890968e-02
1.286020e+03 2.192663e-02 9.783120e-01 9.890966e-02
1.286030e+03 2.192715e-02 9.783115e-01 9.890963e-02
1.286040e+03 2.192766e-02 9.783110e-01 9.890961e-02
1.286050e+03 2.192817e-02 9.783105e-01 9.890958e-02
1.286060e+03 2.192868e-02 9.783100e-01 9.890955e-02
1.286070e+03 2.192919e-02 9.783095e-01 9.890953e-02
1.286080e+03 2.192970e-02 9.783090e-01 9.890950e-02
1.286090e+03 2.193022e-02 9.783085e-01 9.890948e-02
1.286100e+03 2.193073e-02 9.783080e-01 9.890945e-02
1.286110e+03 2.193124e-02 9.783075e-01 9.890943e-02
1.286120e+03 2.193175e-02 9.783070e-01 9.890940e-02
1.286130e+03 2.193226e-02 9.783065e-01 9.890938e-02
1.286140e+03 2.193277e-02 9.783060e-01 9.890935e-02
1.286150e+03 2.193328e-02 9.783055e-01 9.890933e-02
1.286160e+03 2.193380e-02 9.783050e-01 9.890930e-02
1.286170e+03 2.193431e-02 9.783045e-01 9.890928e-02
1.286180e+03 2.193482e-02 9.783040e-01 9.890925e-02
1.286190e+03 2.193533e-02 9.783035e-01 9.890923e-02
1.286200e+03 2.193584e-02 9.783030e-01 9.890920e-02
1.286210e+03 2.193635e-02 9.783025e-01 9.890918e-02
1.286220e+03 2.193687e-02 9.783020e-01 9.890915e-02
1.286230e+03 2.193738e-02 9.783015e-01 9.890912e-02
1.286240e+03 2.193789e-02 9.783010e-01 9.890910e-02
1.286250e+03 2.193840e-02 9.783005e-01 9.890907e-02
1.286260e+03 2.193891e-02 9.783000e-01 9.890905e-02
1.286270e+03 2.193942e-02 9.782995e-01 9.890902e-02
1.286280e+03 2.193994e-02 9.782990e-01 9.890900e-02
1.286290e+03 2.194045e-02 9.782985e-01 9.890897e-02
1.286300e+03 2.194096e-02 9.782980e-01 9.890895e-02
1.286310e+03 2.194147e-02 9.782975e-01 9.890892e-02
1.286320e+03 2.194198e-02 9.782970e-01 9.890890e-02
1.286330e+03 2.194249e-02 9.782965e-01 9.890887e-02
1.286340e+03 2.194301e-02 9.782960e-01 9.890885e-02
1.286350e+03 2.194352e-02 9.782955e-01 9.890882e-02
1.286360e+03 2.194403e-02 9.782950e-01 9.890880e-02
1.286370e+03 2.194454e-02 9.782945e-01 9.890877e-02
1.286380e+03 2.194505e-02 9.782940e-01 9.890875e-02
1.286390e+03 2.194557e-02 9.782935e-01 9.890872e-02
1.286400e+03 2.194855e-02 9.782906e-01 9.890857e-02
1.286410e+03 2.194906e-02 9.782901e-01 9.890855e-02
1.286420e+03 2.194957e-02 9.782896e-01 9.890852e-02
1.286430e+03 2.195008e-02 9.782891e-01 9.890850e-02
1.286440e+03 2.195059e-02 9.782886e-01 9.890847e-02
1.286450e+03 2.195111e-02 9.782881e-01 9.890845e-02
1.286460e+03 2.195162e-02 9.782876e-01 9.890842e-02
1.286470e+03 2.195213e-02 9.782871e-01 9.890840e-02
1.286480e+03 2.195264e-02 9.782866e-01 9.890837e-02
1.286490e+03 2.195315e-02 9.782861e-01 9.890834e-02
1.286500e+03 2.195367e-02 9.782856e-01 9.890832e-02
1.286510e+03 2.195418e-02 9.782851e-01 9.890829e-02
1.286520e+03 2.195469e-02 9.782846e-01 9.890827e-02
1.286530e+03 2.195520e-02 9.782841e-01 9.890824e-02
1.286540e+03 2.195571e-02 9.782836e-01 9.890822e-02
1.286550e+03 2.195623e-02 9.782831e-01 9.890819e-02
1.286560e+03 2.195674e-02 9.782826e-01 9.890817e-02
1.286570e+03 2.195725e-02 9.782821e-01 9.890814e-02
1.286580e+03 2.195776e-02 9.782816e-01 9.890812e-02
1.286590e+03 2.195827e-02 9.782811e-01 9.890809e-02
1.286600e+03 2.195879e-02 9.782806e-01 9.890807e-02
1.286610e+03 2.195930e-02 9.782801e-01 9.890804e-02
1.286620e+03 2.195981e-02 9.782796e-01 9.890802e-02
1.286630e+03 2.196032e-02 9.782791e-01 9.890799e-02
1.286640e+03 2.196083e-02 9.782786e-01 9.890796e-02
1.286650e+03 2.196135e-02 9.782780e-01 9.890794e-02
1.286660e+03 2.196186e-02 9.782775e-01 9.890791e-02
1.286670e+03 2.196237e-02 9.782770e-01 9.890789e-02
1.286680e+03 2.196288e-02 9.782765e-01 9.890786e-02
1.286690e+03 2.196339e-02 9.782760e-01 9.890784e-02
1.286700e+03 2.196391e-02 9.782755e-01 9.890781e-02
1.286710e+03 2.196442e-02 9.782750e-01 9.890779e-02
1.286720e+03 2.196493e-02 9.782745e-01 9.890776e-02
1.286730e+03 2.196544e-02 9.782740e-01 9.890774e-02
1.286740e+03 2.196595e-02 9.782735e-01 9.890771e-02
1.286750e+03 2.196647e-02 9.782730e-01 9.890769e-02
1.286760e+03 2.196698e-02 9.782725e-01 9.890766e-02
1.286770e+03 2.196749e-02 9.782720e-01 9.890764e-02
1.286780e+03 2.196800e-02 9.782715e-01 9.890761e-02
1.286790e+03 2.196851e-02 9.782710e-01 9.890758e-02
1.286800e+03 2.196903e-02 9.782705e-01 9.890756e-02
1.286810e+03 2.196954e-02 9.782700e-01 9.890753e-02
1.286820e+03 2.197005e-02 9.782695e-01 9.890751e-02
1.286830e+03 2.197056e-02 9.782690e-01 9.890748e-02
1.286840e+03 2.197108e-02 9.782685e-01 9.890746e-02
1.286850e+03 2.197159e-02 9.782680e-01 9.890743e-02
1.286860e+03 2.197210e-02 9.782675e-01 9.890741e-02
1.286870e+03 2.197261e-02 9.782670e-01 9.890738e-02
1.286880e+03 2.197312e-02 9.782665e-01 9.890736e-02
1.286890e+03 2.197364e-02 9.782660e-01 9.890733e-02
1.286900e+03 2.197415e-02 9.782655e-01 9.890731e-02
1.286910e+03 2.197466e-02 9.782650e-01 9.890728e-02
1.286920e+03 2.197517e-02 9.782645e-01 9.890726e-02
1.286930e+03 2.197569e-02 9.782640e-01 9.890723e-02
1.286940e+03 2.197620e-02 9.782635e-01 9.890720e-02
1.286950e+03 2.197671e-02 9.782630e-01 9.890718e-02
1.286960e+03 2.197722e-02 9.782625e-01 9.890715e-02
1.286970e+03 2.197774e-02 9.782620e-01 9.890713e-02
1.286980e+03 2.197825e-02 9.782615e-01 9.890710e-02
1.286990e+03 2.197876e-02 9.782610e-01 9.890708e-02
1.287000e+03 2.197927e-02 9.782605e-01 9.890705e-02
1.287010e+03 2.197978e-02 9.782600e-01 9.890703e-02
1.287020e+03 2.198030e-02 9.782595e-01 9.890700e-02
1.287030e+03 2.198081e-02 9.782590e-01 9.890698e-02
1.287040e+03 2.198132e-02 9.782585e-01 9.890695e-02
1.287050e+03 2.198183e-02 9.782580e-01 9.890693e-02
1.287060e+03 2.198235e-02 9.782575e-01 9.890690e-02
1.287070e+03 2.198286e-02 9.782570e-01 9.890688e-02
1.287080e+03 2.198337e-02 9.782565e-01 9.890685e-02
1.287090e+03 2.198388e-02 9.782560e-01 9.890682e-02
1.287100e+03 2.198440e-02 9.782555e-01 9.890680e-02
1.287110e+03 2.198491e-02 9.782550e-01 9.890677e-02
1.287120e+03 2.198542e-02 9.782545e-01 9.890675e-02
1.287130e+03 2.198593e-02 9.782540e-01 9.890672e-02
1.287140e+03 2.198645e-02 9.782535e-01 9.890670e-02
1.287150e+03 2.198696e-02 9.782530e-01 9.890667e-02
1.287160e+03 2.198747e-02 9.782525e-01 9.890665e-02
1.287170e+03 2.198798e-02 9.782520e-01 9.890662e-02
1.287180e+03 2.198850e-02 9.782515e-01 9.890660e-02
1.287190e+03 2.198901e-02 9.782510e-01 9.890657e-02
1.287200e+03 2.198952e-02 9.782505e-01 9.890655e-02
1.287210e+03 2.199003e-02 9.782500e-01 9.890652e-02
1.287220e+03 2.199055e-02 9.782495e-01 9.890650e-02
1.287230e+03 2.199106e-02 9.782490e-01 9.890647e-02
1.287240e+03 2.199157e-02 9.782485e-01 9.890644e-02
1.287250e+03 2.199208e-02 9.782480e-01 9.890642e-02
1.287260e+03 2.199260e-02 9.782475e-01 9.890639e-02
1.287270e+03 2.199311e-02 9.782470e-01 9.890637e-02
1.287280e+03 2.199362e-02 9.782465e-01 9.890634e-02
1.287290e+03 2.199413e-02 9.782460e-01 9.890632e-02
1.287300e+03 2.199465e-02 9.782455e-01 9.890629e-02
1.287310e+03 2.199516e-02 9.782450e-01 9.890627e-02
1.287320e+03 2.199567e-02 9.782445e-01 9.890624e-02
1.287330e+03 2.199618e-02 9.782440e-01 9.890622e-02
1.287340e+03 2.199670e-02 9.782435e-01 9.890619e-02
1.287350e+03 2.199721e-02 9.782430e-01 9.890617e-02
1.287360e+03 2.199772e-02 9.782425e-01 9.890614e-02
1.287370e+03 2.199823e-02 9.782420e-01 9.890612e-02
1.287380e+03 2.199875e-02 9.782415e-01 9.890609e-02
1.287390e+03 2.199926e-02 9.782410e-01 9.890606e-02
1.287400e+03 2.199977e-02 9.782405e-01 9.890604e-02
1.287410e+03 2.200028e-02 9.782400e-01 9.890601e-02
1.287420e+03 2.200080e-02 9.782395e-01 9.890599e-02
1.287430e+03 2.200131e-02 9.782390e-01 9.890596e-02
1.287440e+03 2.200182e-02 9.782385e-01 9.890594e-02
1.287450e+03 2.200234e-02 9.782380e-01 9.890591e-02
1.287460e+03 2.200285e-02 9.782374e-01 9.890589e-02
1.287470e+03 2.200336e-02 9.782369e-01 9.890586e-02
1.287480e+03 2.200387e-02 9.782364e-01 9.890584e-02
1.287490e+03 2.200439e-02 9.782359e-01 9.890581e-02
1.287500e+03 2.200490e-02 9.782354e-01 9.890579e-02
1.287510e+03 2.200541e-02 9.782349e-01 9.890576e-02
1.287520e+03 2.200592e-02 9.782344e-01 9.890573e-02
1.287530e+03 2.200644e-02 9.782339e-01 9.890571e-02
1.287540e+03 2.200695e-02 9.782334e-01 9.890568e-02
1.287550e+03 2.200746e-02 9.782329e-01 9.890566e-02
1.287560e+03 2.200798e-02 9.782324e-01 9.890563e-02
1.287570e+03 2.200849e-02 9.782319e-01 9.890561e-02
1.287580e+03 2.200900e-02 9.782314e-01 9.890558e-02
1.287590e+03 2.200951e-02 9.782309e-01 9.890556e-02
1.287600e+03 2.201003e-02 9.782304e-01 9.890553e-02
1.287610e+03 2.201054e-02 9.782299e-01 9.890551e-02
1.287620e+03 2.201105e-02 9.782294e-01 9.890548e-02
1.287630e+03 2.201157e-02 9.782289e-01 9.890546e-02
1.287640e+03 2.201208e-02 9.782284e-01 9.890543e-02
1.287650e+03 2.201259e-02 9.782279e-01 9.890541e-02
1.287660e+03 2.201310e-02 9.782274e-01 9.890538e-02
1.287670e+03 2.201362e-02 9.782269e-01 9.890535e-02
1.287680e+03 2.201413e-02 9.782264e-01 9.890533e-02
1.287690e+03 2.201464e-02 9.782259e-01 9.890530e-02
1.287700e+03 2.201516e-02 9.782254e-01 9.890528e-02
1.287710e+03 2.201567e-02 9.782249e-01 9.890525e-02
1.287720e+03 2.201618e-02 9.782244e-01 9.890523e-02
1.287730e+03 2.201669e-02 9.782239e-01 9.890520e-02
1.287740e+03 2.201721e-02 9.782234e-01 9.890518e-02
1.287750e+03 2.201772e-02 9.782229e-01 9.890515e-02
1.287760e+03 2.201823e-02 9.782224e-01 9.890513e-02
1.287770e+03 2.201875e-02 9.782219e-01 9.890510e-02
1.287780e+03 2.201926e-02 9.782214e-01 9.890508e-02
1.287790e+03 2.201977e-02 9.782209e-01 9.890505e-02
1.287800e+03 2.202028e-02 9.782204e-01 9.890502e-02
1.287810e+03 2.202080e-02 9.782199e-01 9.890500e-02
1.287820e+03 2.202131e-02 9.782194e-01 9.890497e-02
1.287830e+03 2.202182e-02 9.782189e-01 9.890495e-02
1.287840e+03 2.202234e-02 9.782184e-01 9.890492e-02
1.287850e+03 2.202285e-02 9.782179e-01 9.890490e-02
1.287860e+03 2.202336e-02 9.782174e-01 9.890487e-02
1.287870e+03 2.202388e-02 9.782169e-01 9.890485e-02
1.287880e+03 2.202439e-02 9.782164e-01 9.890482e-02
1.287890e+03 2.202490e-02 9.782159e-01 9.890480e-02
1.287900e+03 2.202541e-02 9.782154e-01 9.890477e-02
1.287910e+03 2.202593e-02 9.782149e-01 9.890475e-02
1.287920e+03 2.202644e-02 9.782144e-01 9.890472e-02
1.287930e+03 2.202695e-02 9.782139e-01 9.890469e-02
1.287940e+03 2.202747e-02 9.782134e-01 9.890467e-02
1.287950e+03 2.203045e-02 9.782104e-01 9.890452e-02
1.287960e+03 2.203096e-02 9.782099e-01 9.890450e-02
1.287970e+03 2.203148e-02 9.782094e-01 9.890447e-02
1.287980e+03 2.203199e-02 9.782089e-01 9.890445e-02
1.287990e+03 2.203250e-02 9.782084e-01 9.890442e-02
1.288000e+03 2.203302e-02 9.782079e-01 9.890440e-02
1.288010e+03 2.203353e-02 9.782074e-01 9.890437e-02
1.288020e+03 2.203404e-02 9.782069e-01 9.890434e-02
1.288030e+03 2.203455e-02 9.782064e-01 9.890432e-02
1.288040e+03 2.203507e-02 9.782059e-01 9.890429e-02
1.288050e+03 2.203558e-02 9.782054e-01 9.890427e-02
1.288060e+03 2.203609e-02 9.782049e-01 9.890424e-02
1.288070e+03 2.203661e-02 9.782044e-01 9.890422e-02
1.288080e+03 2.203712e-02 9.782039e-01 9.890419e-02
1.288090e+03 2.203763e-02 9.782034e-01 9.890417e-02
1.288100e+03 2.203815e-02 9.782029e-01 9.890414e-02
1.288110e+03 2.203866e-02 9.782024e-01 9.890412e-02
1.288120e+03 2.203917e-02 9.782019e-01 9.890409e-02
1.288130e+03 2.203969e-02 9.782014e-01 9.890407e-02
1.288140e+03 2.204020e-02 9.782009e-01 9.890404e-02
1.288150e+03 2.204071e-02 9.782004e-01 9.890401e-02
1.288160e+03 2.204123e-02 9.781999e-01 9.890399e-02
1.288170e+03 2.204174e-02 9.781994e-01 9.890396e-02
1.288180e+03 2.204225e-02 9.781989e-01 9.890394e-02
1.288190e+03 2.204277e-02 9.781984e-01 9.890391e-02
1.288200e+03 2.204328e-02 9.781979e-01 9.890389e-02
1.288210e+03 2.204379e-02 9.781974e-01 9.890386e-02
1.288220e+03 2.204431e-02 9.781969e-01 9.890384e-02
1.288230e+03 2.204482e-02 9.781964e-01 9.890381e-02
1.288240e+03 2.204533e-02 9.781959e-01 9.890379e-02
1.288250e+03 2.204585e-02 9.781954e-01 9.890376e-02
1.288260e+03 2.204636e-02 9.781949e-01 9.890374e-02
1.288270e+03 2.204687e-02 9.781944e-01 9.890371e-02
1.288280e+03 2.204739e-02 9.781939e-01 9.890368e-02
1.288290e+03 2.204790e-02 9.781934e-01 9.890366e-02
1.288300e+03 2.204841e-02 9.781929e-01 9.890363e-02
1.288310e+03 2.204893e-02 9.781924e-01 9.890361e-02
1.288320e+03 2.204944e-02 9.781919e-01 9.890358e-02
1.288330e+03 2.204995e-02 9.781914e-01 9.890356e-02
1.288340e+03 2.205047e-02 9.781909e-01 9.890353e-02
1.288350e+03 2.205098e-02 9.781904e-01 9.890351e-02
1.288360e+03 2.205150e-02 9.781899e-01 9.890348e-02
1.288370e+03 2.205201e-02 9.781894e-01 9.890346e-02
1.288380e+03 2.205252e-02 9.781889e-01 9.890343e-02
1.288390e+03 2.205304e-02 9.781884e-01 9.890341e-02
1.288400e+03 2.205355e-02 9.781879e-01 9.890338e-02
1.288410e+03 2.205406e-02 9.781874e-01 9.890335e-02
1.288420e+03 2.205458e-02 9.781868e-01 9.890333e-02
1.288430e+03 2.205509e-02 9.781863e-01 9.890330e-02
1.288440e+03 2.205560e-02 9.781858e-01 9.890328e-02
1.288450e+03 2.205612e-02 9.781853e-01 9.890325e-02
1.288460e+03 2.205663e-02 9.781848e-01 9.890323e-02
1.288470e+03 2.205714e-02 9.781843e-01 9.890320e-02
1.288480e+03 2.205766e-02 9.781838e-01 9.890318e-02
1.288490e+03 2.205817e-02 9.781833e-01 9.890315e-02
1.288500e+03 2.205868e-02 9.781828e-01 9.890313e-02
1.288510e+03 2.205920e-02 9.781823e-01 9.890310e-02
1.288520e+03 2.205971e-02 9.781818e-01 9.890307e-02
1.288530e+03 2.206023e-02 9.781813e-01 9.890305e-02
1.288540e+03 2.206074e-02 9.781808e-01 9.890302e-02
1.288550e+03 2.206125e-02 9.781803e-01 9.890300e-02
1.288560e+03 2.206177e-02 9.781798e-01 9.890297e-02
1.288570e+03 2.206228e-02 9.781793e-01 9.890295e-02
1.288580e+03 2.206279e-02 9.781788e-01 9.890292e-02
1.288590e+03 2.206331e-02 9.781783e-01 9.890290e-02
1.288600e+03 2.206382e-02 9.781778e-01 9.890287e-02
1.288610e+03 2.206433e-02 9.781773e-01 9.890285e-02
1.288620e+03 2.206485e-02 9.781768e-01 9.890282e-02
1.288630e+03 2.206536e-02 9.781763e-01 9.890280e-02
1.288640e+03 2.206588e-02 9.781758e-01 9.890277e-02
1.288650e+03 2.206639e-02 9.781753e-01 9.890274e-02
1.288660e+03 2.206690e-02 9.781748e-01 9.890272e-02
1.288670e+03 2.206742e-02 9.781743e-01 9.890269e-02
1.288680e+03 2.206793e-02 9.781738e-01 9.890267e-02
1.288690e+03 2.206844e-02 9.781733e-01 9.890264e-02
1.288700e+03 2.206896e-02 9.781728e-01 9.890262e-02
1.288710e+03 2.206947e-02 9.781723e-01 9.890259e-02
1.288720e+03 2.206999e-02 9.781718e-01 9.890257e-02
1.288730e+03 2.207050e-02 9.781713e-01 9.890254e-02
1.288740e+03 2.207101e-02 9.781708e-01 9.890252e-02
1.288750e+03 2.207153e-02 9.781703e-01 9.890249e-02
1.288760e+03 2.207204e-02 9.781698e-01 9.890247e-02
1.288770e+03 2.207255e-02 9.781693e-01 9.890244e-02
1.288780e+03 2.207307e-02 9.781688e-01 9.890241e-02
1.288790e+03 2.207358e-02 9.781683e-01 9.890239e-02
1.288800e+03 2.207410e-02 9.781678e-01 9.890236e-02
1.288810e+03 2.207461e-02 9.781673e-01 9.890234e-02
1.288820e+03 2.207512e-02 9.781667e-01 9.890231e-02
1.288830e+03 2.207564e-02 9.781662e-01 9.890229e-02
1.288840e+03 2.207615e-02 9.781657e-01 9.890226e-02
1.288850e+03 2.207667e-02 9.781652e-01 9.890224e-02
1.288860e+03 2.207718e-02 9.781647e-01 9.890221e-02
1.288870e+03 2.207769e-02 9.781642e-01 9.890219e-02
1.288880e+03 2.207821e-02 9.781637e-01 9.890216e-02
1.288890e+03 2.207872e-02 9.781632e-01 9.890213e-02
1.288900e+03 2.207923e-02 9.781627e-01 9.890211e-02
1.288910e+03 2.207975e-02 9.781622e-01 9.890208e-02
1.288920e+03 2.208026e-02 9.781617e-01 9.890206e-02
1.288930e+03 2.208078e-02 9.781612e-01 9.890203e-02
1.288940e+03 2.208129e-02 9.781607e-01 9.890201e-02
1.288950e+03 2.208180e-02 9.781602e-01 9.890198e-02
1.288960e+03 2.208232e-02 9.781597e-01 9.890196e-02
1.288970e+03 2.208283e-02 9.781592e-01 9.890193e-02
1.288980e+03 2.208335e-02 9.781587e-01 9.890191e-02
1.288990e+03 2.208386e-02 9.781582e-01 9.890188e-02
1.289000e+03 2.208437e-02 9.781577e-01 9.890186e-02
1.289010e+03 2.208489e-02 9.781572e-01 9.890183e-02
1.289020e+03 2.208540e-02 9.781567e-01 9.890180e-02
1.289030e+03 2.208592e-02 9.781562e-01 9.890178e-02
1.289040e+03 2.208643e-02 9.781557e-01 9.890175e-02
1.289050e+03 2.208694e-02 9.781552e-01 9.890173e-02
1.289060e+03 2.208746e-02 9.781547e-01 9.890170e-02
1.289070e+03 2.208797e-02 9.781542e-01 9.890168e-02
1.289080e+03 2.208849e-02 9.781537e-01 9.890165e-02
1.289090e+03 2.208900e-02 9.781532e-01 9.890163e-02
1.289100e+03 2.208951e-02 9.781527e-01 9.890160e-02
1.289110e+03 2.209003e-02 9.781522e-01 9.890158e-02
1.289120e+03 2.209054e-02 9.781517e-01 9.890155e-02
1.289130e+03 2.209106e-02 9.781512e-01 9.890152e-02
1.289140e+03 2.209157e-02 9.781507e-01 9.890150e-02
1.289150e+03 2.209209e-02 9.781502e-01 9.890147e-02
1.289160e+03 2.209260e-02 9.781497e-01 9.890145e-02
1.289170e+03 2.209311e-02 9.781492e-01 9.890142e-02
1.289180e+03 2.209363e-02 9.781486e-01 9.890140e-02
