# wavelength[A] tau flux flux_error
1.214640e+03 1.840829e-02 9.817601e-01 9.908381e-02
1.214650e+03 1.840875e-02 9.817597e-01 9.908379e-02
1.214660e+03 1.840920e-02 9.817592e-01 9.908376e-02
1.214670e+03 1.840966e-02 9.817588e-01 9.908374e-02
1.214680e+03 1.841011e-02 9.817583e-01 9.908372e-02
1.214690e+03 1.841057e-02 9.817579e-01 9.908370e-02
1.214700e+03 1.841102e-02 9.817574e-01 9.908367e-02
1.214710e+03 1.841147e-02 9.817570e-01 9.908365e-02
1.214720e+03 1.841193e-02 9.817565e-01 9.908363e-02
1.214730e+03 1.841238e-02 9.817561e-01 9.908361e-02
1.214740e+03 1.841284e-02 9.817556e-01 9.908358e-02
1.214750e+03 1.841329e-02 9.817552e-01 9.908356e-02
1.214760e+03 1.841375e-02 9.817547e-01 9.908354e-02
1.214770e+03 1.841420e-02 9.817543e-01 9.908352e-02
1.214780e+03 1.841466e-02 9.817539e-01 9.908349e-02
1.214790e+03 1.841511e-02 9.817534e-01 9.908347e-02
1.214800e+03 1.841557e-02 9.817530e-01 9.908345e-02
1.214810e+03 1.841602e-02 9.817525e-01 9.908343e-02
1.214820e+03 1.841648e-02 9.817521e-01 9.908340e-02
1.214830e+03 1.841693e-02 9.817516e-01 9.908338e-02
1.214840e+03 1.841739e-02 9.817512e-01 9.908336e-02
1.214850e+03 1.841784e-02 9.817507e-01 9.908334e-02
1.214860e+03 1.841830e-02 9.817503e-01 9.908331e-02
1.214870e+03 1.841875e-02 9.817498e-01 9.908329e-02
1.214880e+03 1.841921e-02 9.817494e-01 9.908327e-02
1.214890e+03 1.841966e-02 9.817489e-01 9.908325e-02
1.214900e+03 1.842012e-02 9.817485e-01 9.908322e-02
1.214910e+03 1.842057e-02 9.817481e-01 9.908320e-02
1.214920e+03 1.842103e-02 9.817476e-01 9.908318e-02
1.214930e+03 1.842148e-02 9.817472e-01 9.908315e-02
1.214940e+03 1.842194e-02 9.817467e-01 9.908313e-02
1.214950e+03 1.842239e-02 9.817463e-01 9.908311e-02
1.214960e+03 1.842284e-02 9.817458e-01 9.908309e-02
1.214970e+03 1.842330e-02 9.817454e-01 9.908306e-02
1.214980e+03 1.842375e-02 9.817449e-01 9.908304e-02
1.214990e+03 1.842421e-02 9.817445e-01 9.908302e-02
1.215000e+03 1.842466e-02 9.817440e-01 9.908300e-02
1.215010e+03 1.842512e-02 9.817436e-01 9.908297e-02
1.215020e+03 1.842557e-02 9.817431e-01 9.908295e-02
1.215030e+03 1.842603e-02 9.817427e-01 9.908293e-02
1.215040e+03 1.842648e-02 9.817422e-01 9.908291e-02
1.215050e+03 1.842694e-02 9.817418e-01 9.908288e-02
1.215060e+03 1.842739e-02 9.817414e-01 9.908286e-02
1.215070e+03 1.842785e-02 9.817409e-01 9.908284e-02
1.215080e+03 1.842830e-02 9.817405e-01 9.908282e-02
1.215090e+03 1.842876e-02 9.817400e-01 9.908279e-02
1.215100e+03 1.842921e-02 9.817396e-01 9.908277e-02
1.215110e+03 1.842967e-02 9.817391e-01 9.908275e-02
1.215120e+03 1.843012e-02 9.817387e-01 9.908273e-02
1.215130e+03 1.843058e-02 9.817382e-01 9.908270e-02
1.215140e+03 1.843103e-02 9.817378e-01 9.908268e-02
1.215150e+03 1.843149e-02 9.817373e-01 9.908266e-02
1.215160e+03 1.843194e-02 9.817369e-01 9.908264e-02
1.215170e+03 1.843240e-02 9.817364e-01 9.908261e-02
1.215180e+03 1.843285e-02 9.817360e-01 9.908259e-02
1.215190e+03 1.843331e-02 9.817355e-01 9.908257e-02
1.215200e+03 1.843376e-02 9.817351e-01 9.908255e-02
1.215210e+03 1.843422e-02 9.817347e-01 9.908252e-02
1.215220e+03 1.843467e-02 9.817342e-01 9.908250e-02
1.215230e+03 1.843513e-02 9.817338e-01 9.908248e-02
1.215240e+03 1.843558e-02 9.817333e-01 9.908246e-02
1.215250e+03 1.843604e-02 9.817329e-01 9.908243e-02
1.215260e+03 1.843650e-02 9.817324e-01 9.908241e-02
1.215270e+03 1.843695e-02 9.817320e-01 9.908239e-02
1.215280e+03 1.843741e-02 9.817315e-01 9.908237e-02
1.215290e+03 1.843786e-02 9.817311e-01 9.908234e-02
1.215300e+03 1.843832e-02 9.817306e-01 9.908232e-02
1.215310e+03 1.843877e-02 9.817302e-01 9.908230e-02
1.215320e+03 1.843923e-02 9.817297e-01 9.908228e-02
1.215330e+03 1.843968e-02 9.817293e-01 9.908225e-02
1.215340e+03 1.844014e-02 9.817288e-01 9.908223e-02
1.215350e+03 1.844059e-02 9.817284e-01 9.908221e-02
1.215360e+03 1.844105e-02 9.817279e-01 9.908219e-02
1.215370e+03 1.844150e-02 9.817275e-01 9.908216e-02
1.215380e+03 1.844196e-02 9.817271e-01 9.908214e-02
1.215390e+03 1.844241e-02 9.817266e-01 9.908212e-02
1.215400e+03 1.844287e-02 9.817262e-01 9.908210e-02
1.215410e+03 1.844332e-02 9.817257e-01 9.908207e-02
1.215420e+03 1.844378e-02 9.817253e-01 9.908205e-02
1.215430e+03 1.844423e-02 9.817248e-01 9.908203e-02
1.215440e+03 1.844469e-02 9.817244e-01 9.908201e-02
1.215450e+03 1.844514e-02 9.817239e-01 9.908198e-02
1.215460e+03 1.844560e-02 9.817235e-01 9.908196e-02
1.215470e+03 1.844605e-02 9.817230e-01 9.908194e-02
1.215480e+03 1.844651e-02 9.817226e-01 9.908191e-02
1.215490e+03 1.844697e-02 9.817221e-01 9.908189e-02
1.215500e+03 1.844742e-02 9.817217e-01 9.908187e-02
1.215510e+03 1.844788e-02 9.817212e-01 9.908185e-02
1.215520e+03 1.844833e-02 9.817208e-01 9.908182e-02
1.215530e+03 1.844879e-02 9.817204e-01 9.908180e-02
1.215540e+03 1.844924e-02 9.817199e-01 9.908178e-02
1.215550e+03 1.844970e-02 9.817195e-01 9.908176e-02
1.215560e+03 1.845015e-02 9.817190e-01 9.908173e-02
1.215570e+03 1.845061e-02 9.817186e-01 9.908171e-02
1.215580e+03 1.845106e-02 9.817181e-01 9.908169e-02
1.215590e+03 1.845152e-02 9.817177e-01 9.908167e-02
1.215600e+03 1.845197e-02 9.817172e-01 9.908164e-02
1.215610e+03 1.845243e-02 9.817168e-01 9.908162e-02
1.215620e+03 1.845288e-02 9.817163e-01 9.908160e-02
1.215630e+03 1.845334e-02 9.817159e-01 9.908158e-02
1.215640e+03 1.845380e-02 9.817154e-01 9.908155e-02
1.215650e+03 1.845425e-02 9.817150e-01 9.908153e-02
1.215660e+03 1.845471e-02 9.817145e-01 9.908151e-02
1.215670e+03 1.845516e-02 9.817141e-01 9.908149e-02
1.215680e+03 1.845562e-02 9.817136e-01 9.908146e-02
1.215690e+03 1.845607e-02 9.817132e-01 9.908144e-02
1.215700e+03 1.845653e-02 9.817128e-01 9.908142e-02
1.215710e+03 1.845698e-02 9.817123e-01 9.908140e-02
1.215720e+03 1.845744e-02 9.817119e-01 9.908137e-02
1.215730e+03 1.845789e-02 9.817114e-01 9.908135e-02
1.215740e+03 1.845835e-02 9.817110e-01 9.908133e-02
1.215750e+03 1.845881e-02 9.817105e-01 9.908131e-02
1.215760e+03 1.845926e-02 9.817101e-01 9.908128e-02
1.215770e+03 1.845972e-02 9.817096e-01 9.908126e-02
1.215780e+03 1.846017e-02 9.817092e-01 9.908124e-02
1.215790e+03 1.846063e-02 9.817087e-01 9.908122e-02
1.215800e+03 1.846108e-02 9.817083e-01 9.908119e-02
1.215810e+03 1.846154e-02 9.817078e-01 9.908117e-02
1.215820e+03 1.846199e-02 9.817074e-01 9.908115e-02
1.215830e+03 1.846245e-02 9.817069e-01 9.908113e-02
1.215840e+03 1.846291e-02 9.817065e-01 9.908110e-02
1.215850e+03 1.846336e-02 9.817060e-01 9.908108e-02
1.215860e+03 1.846382e-02 9.817056e-01 9.908106e-02
1.215870e+03 1.846427e-02 9.817051e-01 9.908103e-02
1.215880e+03 1.846473e-02 9.817047e-01 9.908101e-02
1.215890e+03 1.846518e-02 9.817043e-01 9.908099e-02
1.215900e+03 1.846564e-02 9.817038e-01 9.908097e-02
1.215910e+03 1.846609e-02 9.817034e-01 9.908094e-02
1.215920e+03 1.846655e-02 9.817029e-01 9.908092e-02
1.215930e+03 1.846701e-02 9.817025e-01 9.908090e-02
1.215940e+03 1.846746e-02 9.817020e-01 9.908088e-02
1.215950e+03 1.846792e-02 9.817016e-01 9.908085e-02
1.215960e+03 1.846837e-02 9.817011e-01 9.908083e-02
1.215970e+03 1.846883e-02 9.817007e-01 9.908081e-02
1.215980e+03 1.846928e-02 9.817002e-01 9.908079e-02
1.215990e+03 1.846974e-02 9.816998e-01 9.908076e-02
1.216000e+03 1.847019e-02 9.816993e-01 9.908074e-02
1.216010e+03 1.847065e-02 9.816989e-01 9.908072e-02
1.216020e+03 1.847111e-02 9.816984e-01 9.908070e-02
1.216030e+03 1.847156e-02 9.816980e-01 9.908067e-02
1.216040e+03 1.847202e-02 9.816975e-01 9.908065e-02
1.216050e+03 1.847247e-02 9.816971e-01 9.908063e-02
1.216060e+03 1.847293e-02 9.816966e-01 9.908061e-02
1.216070e+03 1.847338e-02 9.816962e-01 9.908058e-02
1.216080e+03 1.847384e-02 9.816958e-01 9.908056e-02
1.216090e+03 1.847430e-02 9.816953e-01 9.908054e-02
1.216100e+03 1.847475e-02 9.816949e-01 9.908052e-02
1.216110e+03 1.847521e-02 9.816944e-01 9.908049e-02
1.216120e+03 1.847566e-02 9.816940e-01 9.908047e-02
1.216130e+03 1.847612e-02 9.816935e-01 9.908045e-02
1.216140e+03 1.847658e-02 9.816931e-01 9.908043e-02
1.216150e+03 1.847703e-02 9.816926e-01 9.908040e-02
1.216160e+03 1.847749e-02 9.816922e-01 9.908038e-02
1.216170e+03 1.847794e-02 9.816917e-01 9.908036e-02
1.216180e+03 1.847840e-02 9.816913e-01 9.908034e-02
1.216190e+03 1.847885e-02 9.816908e-01 9.908031e-02
1.216200e+03 1.847931e-02 9.816904e-01 9.908029e-02
1.216210e+03 1.847977e-02 9.816899e-01 9.908027e-02
1.216220e+03 1.848022e-02 9.816895e-01 9.908024e-02
1.216230e+03 1.848068e-02 9.816890e-01 9.908022e-02
1.216240e+03 1.848113e-02 9.816886e-01 9.908020e-02
1.216250e+03 1.848159e-02 9.816881e-01 9.908018e-02
1.216260e+03 1.848205e-02 9.816877e-01 9.908015e-02
1.216270e+03 1.848250e-02 9.816873e-01 9.908013e-02
1.216280e+03 1.848296e-02 9.816868e-01 9.908011e-02
1.216290e+03 1.848341e-02 9.816864e-01 9.908009e-02
1.216300e+03 1.848387e-02 9.816859e-01 9.908006e-02
1.216310e+03 1.848432e-02 9.816855e-01 9.908004e-02
1.216320e+03 1.848478e-02 9.816850e-01 9.908002e-02
1.216330e+03 1.848524e-02 9.816846e-01 9.908000e-02
1.216340e+03 1.848569e-02 9.816841e-01 9.907997e-02
1.216350e+03 1.848615e-02 9.816837e-01 9.907995e-02
1.216360e+03 1.848660e-02 9.816832e-01 9.907993e-02
1.216370e+03 1.848706e-02 9.816828e-01 9.907991e-02
1.216380e+03 1.848752e-02 9.816823e-01 9.907988e-02
1.216390e+03 1.848797e-02 9.816819e-01 9.907986e-02
1.216400e+03 1.848843e-02 9.816814e-01 9.907984e-02
1.216410e+03 1.848888e-02 9.816810e-01 9.907982e-02
1.216420e+03 1.848934e-02 9.816805e-01 9.907979e-02
1.216430e+03 1.848980e-02 9.816801e-01 9.907977e-02
1.216440e+03 1.849025e-02 9.816796e-01 9.907975e-02
1.216450e+03 1.849071e-02 9.816792e-01 9.907973e-02
1.216460e+03 1.849116e-02 9.816787e-01 9.907970e-02
1.216470e+03 1.849162e-02 9.816783e-01 9.907968e-02
1.216480e+03 1.849208e-02 9.816779e-01 9.907966e-02
1.216490e+03 1.849253e-02 9.816774e-01 9.907963e-02
1.216500e+03 1.849299e-02 9.816770e-01 9.907961e-02
1.216510e+03 1.849344e-02 9.816765e-01 9.907959e-02
1.216520e+03 1.849390e-02 9.816761e-01 9.907957e-02
1.216530e+03 1.849436e-02 9.816756e-01 9.907954e-02
1.216540e+03 1.849481e-02 9.816752e-01 9.907952e-02
1.216550e+03 1.849527e-02 9.816747e-01 9.907950e-02
1.216560e+03 1.849572e-02 9.816743e-01 9.907948e-02
1.216570e+03 1.849618e-02 9.816738e-01 9.907945e-02
1.216580e+03 1.849664e-02 9.816734e-01 9.907943e-02
1.216590e+03 1.849709e-02 9.816729e-01 9.907941e-02
1.216600e+03 1.849755e-02 9.816725e-01 9.907939e-02
1.216610e+03 1.849801e-02 9.816720e-01 9.907936e-02
1.216620e+03 1.849846e-02 9.816716e-01 9.907934e-02
1.216630e+03 1.849892e-02 9.816711e-01 9.907932e-02
1.216640e+03 1.849937e-02 9.816707e-01 9.907930e-02
1.216650e+03 1.849983e-02 9.816702e-01 9.907927e-02
1.216660e+03 1.850029e-02 9.816698e-01 9.907925e-02
1.216670e+03 1.850074e-02 9.816693e-01 9.907923e-02
1.216680e+03 1.850120e-02 9.816689e-01 9.907921e-02
1.216690e+03 1.850165e-02 9.816685e-01 9.907918e-02
1.216700e+03 1.850211e-02 9.816680e-01 9.907916e-02
1.216710e+03 1.850257e-02 9.816676e-01 9.907914e-02
1.216720e+03 1.850302e-02 9.816671e-01 9.907912e-02
1.216730e+03 1.850348e-02 9.816667e-01 9.907909e-02
1.216740e+03 1.850394e-02 9.816662e-01 9.907907e-02
1.216750e+03 1.850439e-02 9.816658e-01 9.907905e-02
1.216760e+03 1.850485e-02 9.816653e-01 9.907902e-02
1.216770e+03 1.850530e-02 9.816649e-01 9.907900e-02
1.216780e+03 1.850576e-02 9.816644e-01 9.907898e-02
1.216790e+03 1.850622e-02 9.816640e-01 9.907896e-02
1.216800e+03 1.850667e-02 9.816635e-01 9.907893e-02
1.216810e+03 1.850713e-02 9.816631e-01 9.907891e-02
1.216820e+03 1.850759e-02 9.816626e-01 9.907889e-02
1.216830e+03 1.850804e-02 9.816622e-01 9.907887e-02
1.216840e+03 1.850850e-02 9.816617e-01 9.907884e-02
1.216850e+03 1.850895e-02 9.816613e-01 9.907882e-02
1.216860e+03 1.850941e-02 9.816608e-01 9.907880e-02
1.216870e+03 1.850987e-02 9.816604e-01 9.907878e-02
1.216880e+03 1.851032e-02 9.816599e-01 9.907875e-02
1.216890e+03 1.851078e-02 9.816595e-01 9.907873e-02
1.216900e+03 1.851124e-02 9.816590e-01 9.907871e-02
1.216910e+03 1.851169e-02 9.816586e-01 9.907869e-02
1.216920e+03 1.851215e-02 9.816581e-01 9.907866e-02
1.216930e+03 1.851261e-02 9.816577e-01 9.907864e-02
1.216940e+03 1.851306e-02 9.816573e-01 9.907862e-02
1.216950e+03 1.851352e-02 9.816568e-01 9.907860e-02
1.216960e+03 1.851397e-02 9.816564e-01 9.907857e-02
1.216970e+03 1.851443e-02 9.816559e-01 9.907855e-02
1.216980e+03 1.851489e-02 9.816555e-01 9.907853e-02
1.216990e+03 1.851534e-02 9.816550e-01 9.907850e-02
1.217000e+03 1.851580e-02 9.816546e-01 9.907848e-02
1.217010e+03 1.851626e-02 9.816541e-01 9.907846e-02
1.217020e+03 1.851671e-02 9.816537e-01 9.907844e-02
1.217030e+03 1.851717e-02 9.816532e-01 9.907841e-02
1.217040e+03 1.851763e-02 9.816528e-01 9.907839e-02
1.217050e+03 1.851808e-02 9.816523e-01 9.907837e-02
1.217060e+03 1.851854e-02 9.816519e-01 9.907835e-02
1.217070e+03 1.851900e-02 9.816514e-01 9.907832e-02
1.217080e+03 1.851945e-02 9.816510e-01 9.907830e-02
1.217090e+03 1.851991e-02 9.816505e-01 9.907828e-02
1.217100e+03 1.852036e-02 9.816501e-01 9.907826e-02
1.217110e+03 1.852082e-02 9.816496e-01 9.907823e-02
1.217120e+03 1.852128e-02 9.816492e-01 9.907821e-02
1.217130e+03 1.852173e-02 9.816487e-01 9.907819e-02
1.217140e+03 1.852219e-02 9.816483e-01 9.907817e-02
1.217150e+03 1.852265e-02 9.816478e-01 9.907814e-02
1.217160e+03 1.852310e-02 9.816474e-01 9.907812e-02
1.217170e+03 1.852356e-02 9.816469e-01 9.907810e-02
1.217180e+03 1.852402e-02 9.816465e-01 9.907808e-02
1.217190e+03 1.852447e-02 9.816460e-01 9.907805e-02
1.217200e+03 1.852493e-02 9.816456e-01 9.907803e-02
1.217210e+03 1.852539e-02 9.816452e-01 9.907801e-02
1.217220e+03 1.852584e-02 9.816447e-01 9.907798e-02
1.217230e+03 1.852630e-02 9.816443e-01 9.907796e-02
1.217240e+03 1.852676e-02 9.816438e-01 9.907794e-02
1.217250e+03 1.852721e-02 9.816434e-01 9.907792e-02
1.217260e+03 1.852767e-02 9.816429e-01 9.907789e-02
1.217270e+03 1.852813e-02 9.816425e-01 9.907787e-02
1.217280e+03 1.852858e-02 9.816420e-01 9.907785e-02
1.217290e+03 1.852904e-02 9.816416e-01 9.907783e-02
1.217300e+03 1.852950e-02 9.816411e-01 9.907780e-02
1.217310e+03 1.852995e-02 9.816407e-01 9.907778e-02
1.217320e+03 1.853041e-02 9.816402e-01 9.907776e-02
1.217330e+03 1.853087e-02 9.816398e-01 9.907774e-02
1.217340e+03 1.853132e-02 9.816393e-01 9.907771e-02
1.217350e+03 1.853178e-02 9.816389e-01 9.907769e-02
1.217360e+03 1.853224e-02 9.816384e-01 9.907767e-02
1.217370e+03 1.853269e-02 9.816380e-01 9.907765e-02
1.217380e+03 1.853315e-02 9.816375e-01 9.907762e-02
1.217390e+03 1.853361e-02 9.816371e-01 9.907760e-02
1.217400e+03 1.853406e-02 9.816366e-01 9.907758e-02
1.217410e+03 1.853452e-02 9.816362e-01 9.907755e-02
1.217420e+03 1.853498e-02 9.816357e-01 9.907753e-02
1.217430e+03 1.853543e-02 9.816353e-01 9.907751e-02
1.217440e+03 1.853589e-02 9.816348e-01 9.907749e-02
1.217450e+03 1.853635e-02 9.816344e-01 9.907746e-02
1.217460e+03 1.853680e-02 9.816339e-01 9.907744e-02
1.217470e+03 1.853726e-02 9.816335e-01 9.907742e-02
1.217480e+03 1.853772e-02 9.816330e-01 9.907740e-02
1.217490e+03 1.853817e-02 9.816326e-01 9.907737e-02
1.217500e+03 1.853863e-02 9.816322e-01 9.907735e-02
1.217510e+03 1.853909e-02 9.816317e-01 9.907733e-02
1.217520e+03 1.853954e-02 9.816313e-01 9.907731e-02
1.217530e+03 1.854000e-02 9.816308e-01 9.907728e-02
1.217540e+03 1.854046e-02 9.816304e-01 9.907726e-02
1.217550e+03 1.854092e-02 9.816299e-01 9.907724e-02
1.217560e+03 1.854137e-02 9.816295e-01 9.907722e-02
1.217570e+03 1.854183e-02 9.816290e-01 9.907719e-02
1.217580e+03 1.854229e-02 9.816286e-01 9.907717e-02
1.217590e+03 1.854274e-02 9.816281e-01 9.907715e-02
1.217600e+03 1.854320e-02 9.816277e-01 9.907712e-02
1.217610e+03 1.854366e-02 9.816272e-01 9.907710e-02
1.217620e+03 1.854411e-02 9.816268e-01 9.907708e-02
1.217630e+03 1.854457e-02 9.816263e-01 9.907706e-02
1.217640e+03 1.854503e-02 9.816259e-01 9.907703e-02
1.217650e+03 1.854548e-02 9.816254e-01 9.907701e-02
1.217660e+03 1.854594e-02 9.816250e-01 9.907699e-02
1.217670e+03 1.854640e-02 9.816245e-01 9.907697e-02
1.217680e+03 1.854685e-02 9.816241e-01 9.907694e-02
1.217690e+03 1.854731e-02 9.816236e-01 9.907692e-02
1.217700e+03 1.854777e-02 9.816232e-01 9.907690e-02
1.217710e+03 1.854823e-02 9.816227e-01 9.907688e-02
1.217720e+03 1.854868e-02 9.816223e-01 9.907685e-02
1.217730e+03 1.854914e-02 9.816218e-01 9.907683e-02
1.217740e+03 1.854960e-02 9.816214e-01 9.907681e-02
1.217750e+03 1.855005e-02 9.816209e-01 9.907679e-02
1.217760e+03 1.855051e-02 9.816205e-01 9.907676e-02
1.217770e+03 1.855097e-02 9.816200e-01 9.907674e-02
1.217780e+03 1.855142e-02 9.816196e-01 9.907672e-02
1.217790e+03 1.855188e-02 9.816191e-01 9.907669e-02
1.217800e+03 1.855234e-02 9.816187e-01 9.907667e-02
1.217810e+03 1.855280e-02 9.816182e-01 9.907665e-02
1.217820e+03 1.855325e-02 9.816178e-01 9.907663e-02
1.217830e+03 1.855371e-02 9.816174e-01 9.907660e-02
1.217840e+03 1.855417e-02 9.816169e-01 9.907658e-02
1.217850e+03 1.855462e-02 9.816165e-01 9.907656e-02
1.217860e+03 1.855508e-02 9.816160e-01 9.907654e-02
1.217870e+03 1.855554e-02 9.816156e-01 9.907651e-02
1.217880e+03 1.855600e-02 9.816151e-01 9.907649e-02
1.217890e+03 1.855645e-02 9.816147e-01 9.907647e-02
1.217900e+03 1.855691e-02 9.816142e-01 9.907645e-02
1.217910e+03 1.855737e-02 9.816138e-01 9.907642e-02
1.217920e+03 1.855782e-02 9.816133e-01 9.907640e-02
1.217930e+03 1.855828e-02 9.816129e-01 9.907638e-02
1.217940e+03 1.855874e-02 9.816124e-01 9.907636e-02
1.217950e+03 1.855919e-02 9.816120e-01 9.907633e-02
1.217960e+03 1.855965e-02 9.816115e-01 9.907631e-02
1.217970e+03 1.856011e-02 9.816111e-01 9.907629e-02
1.217980e+03 1.856057e-02 9.816106e-01 9.907626e-02
1.217990e+03 1.856102e-02 9.816102e-01 9.907624e-02
1.218000e+03 1.856148e-02 9.816097e-01 9.907622e-02
1.218010e+03 1.856194e-02 9.816093e-01 9.907620e-02
1.218020e+03 1.856240e-02 9.816088e-01 9.907617e-02
1.218030e+03 1.856285e-02 9.816084e-01 9.907615e-02
1.218040e+03 1.856331e-02 9.816079e-01 9.907613e-02
1.218050e+03 1.856377e-02 9.816075e-01 9.907611e-02
1.218060e+03 1.856422e-02 9.816070e-01 9.907608e-02
1.218070e+03 1.856468e-02 9.816066e-01 9.907606e-02
1.218080e+03 1.856514e-02 9.816061e-01 9.907604e-02
1.218090e+03 1.856560e-02 9.816057e-01 9.907602e-02
1.218100e+03 1.856605e-02 9.816052e-01 9.907599e-02
1.218110e+03 1.856651e-02 9.816048e-01 9.907597e-02
1.218120e+03 1.856697e-02 9.816043e-01 9.907595e-02
1.218130e+03 1.856742e-02 9.816039e-01 9.907592e-02
1.218140e+03 1.856788e-02 9.816034e-01 9.907590e-02
1.218150e+03 1.856834e-02 9.816030e-01 9.907588e-02
1.218160e+03 1.856880e-02 9.816025e-01 9.907586e-02
1.218170e+03 1.856925e-02 9.816021e-01 9.907583e-02
1.218180e+03 1.856971e-02 9.816016e-01 9.907581e-02
1.218190e+03 1.857017e-02 9.816012e-01 9.907579e-02
1.218200e+03 1.857063e-02 9.816007e-01 9.907577e-02
1.218210e+03 1.857108e-02 9.816003e-01 9.907574e-02
1.218220e+03 1.857154e-02 9.815998e-01 9.907572e-02
1.218230e+03 1.857200e-02 9.815994e-01 9.907570e-02
1.218240e+03 1.857246e-02 9.815990e-01 9.907568e-02
1.218250e+03 1.857291e-02 9.815985e-01 9.907565e-02
1.218260e+03 1.857337e-02 9.815981e-01 9.907563e-02
1.218270e+03 1.857383e-02 9.815976e-01 9.907561e-02
1.218280e+03 1.857428e-02 9.815972e-01 9.907558e-02
1.218290e+03 1.857474e-02 9.815967e-01 9.907556e-02
1.218300e+03 1.857520e-02 9.815963e-01 9.907554e-02
1.218310e+03 1.857566e-02 9.815958e-01 9.907552e-02
1.218320e+03 1.857611e-02 9.815954e-01 9.907549e-02
1.218330e+03 1.857657e-02 9.815949e-01 9.907547e-02
1.218340e+03 1.857703e-02 9.815945e-01 9.907545e-02
1.218350e+03 1.857749e-02 9.815940e-01 9.907543e-02
1.218360e+03 1.857794e-02 9.815936e-01 9.907540e-02
1.218370e+03 1.857840e-02 9.815931e-01 9.907538e-02
1.218380e+03 1.857886e-02 9.815927e-01 9.907536e-02
1.218390e+03 1.857932e-02 9.815922e-01 9.907534e-02
1.218400e+03 1.857977e-02 9.815918e-01 9.907531e-02
1.218410e+03 1.858023e-02 9.815913e-01 9.907529e-02
1.218420e+03 1.858069e-02 9.815909e-01 9.907527e-02
1.218430e+03 1.858115e-02 9.815904e-01 9.907525e-02
1.218440e+03 1.858160e-02 9.815900e-01 9.907522e-02
1.218450e+03 1.858206e-02 9.815895e-01 9.907520e-02
1.218460e+03 1.858252e-02 9.815891e-01 9.907518e-02
1.218470e+03 1.858298e-02 9.815886e-01 9.907515e-02
1.218480e+03 1.858343e-02 9.815882e-01 9.907513e-02
1.218490e+03 1.858389e-02 9.815877e-01 9.907511e-02
1.218500e+03 1.858435e-02 9.815873e-01 9.907509e-02
1.218510e+03 1.858481e-02 9.815868e-01 9.907506e-02
1.218520e+03 1.858526e-02 9.815864e-01 9.907504e-02
1.218530e+03 1.858572e-02 9.815859e-01 9.907502e-02
1.218540e+03 1.858618e-02 9.815855e-01 9.907500e-02
1.218550e+03 1.858664e-02 9.815850e-01 9.907497e-02
1.218560e+03 1.858709e-02 9.815846e-01 9.907495e-02
1.218570e+03 1.858755e-02 9.815841e-01 9.907493e-02
1.218580e+03 1.858801e-02 9.815837e-01 9.907491e-02
1.218590e+03 1.858847e-02 9.815832e-01 9.907488e-02
1.218600e+03 1.858893e-02 9.815828e-01 9.907486e-02
1.218610e+03 1.858938e-02 9.815823e-01 9.907484e-02
1.218620e+03 1.858984e-02 9.815819e-01 9.907481e-02
1.218630e+03 1.859030e-02 9.815814e-01 9.907479e-02
1.218640e+03 1.859076e-02 9.815810e-01 9.907477e-02
1.218650e+03 1.859121e-02 9.815805e-01 9.907475e-02
1.218660e+03 1.859167e-02 9.815801e-01 9.907472e-02
1.218670e+03 1.859213e-02 9.815796e-01 9.907470e-02
1.218680e+03 1.859259e-02 9.815792e-01 9.907468e-02
1.218690e+03 1.859304e-02 9.815787e-01 9.907466e-02
1.218700e+03 1.859350e-02 9.815783e-01 9.907463e-02
1.218710e+03 1.859396e-02 9.815778e-01 9.907461e-02
1.218720e+03 1.859442e-02 9.815774e-01 9.907459e-02
1.218730e+03 1.859487e-02 9.815769e-01 9.907457e-02
1.218740e+03 1.859533e-02 9.815765e-01 9.907454e-02
1.218750e+03 1.859579e-02 9.815760e-01 9.907452e-02
1.218760e+03 1.859625e-02 9.815756e-01 9.907450e-02
1.218770e+03 1.859671e-02 9.815751e-01 9.907447e-02
1.218780e+03 1.859716e-02 9.815747e-01 9.907445e-02
1.218790e+03 1.859762e-02 9.815742e-01 9.907443e-02
1.218800e+03 1.859808e-02 9.815738e-01 9.907441e-02
1.218810e+03 1.859854e-02 9.815733e-01 9.907438e-02
1.218820e+03 1.859899e-02 9.815729e-01 9.907436e-02
1.218830e+03 1.859945e-02 9.815724e-01 9.907434e-02
1.218840e+03 1.859991e-02 9.815720e-01 9.907432e-02
1.218850e+03 1.860037e-02 9.815716e-01 9.907429e-02
1.218860e+03 1.860083e-02 9.815711e-01 9.907427e-02
1.218870e+03 1.860128e-02 9.815707e-01 9.907425e-02
1.218880e+03 1.860174e-02 9.815702e-01 9.907422e-02
1.218890e+03 1.860220e-02 9.815698e-01 9.907420e-02
1.218900e+03 1.860266e-02 9.815693e-01 9.907418e-02
1.218910e+03 1.860312e-02 9.815689e-01 9.907416e-02
1.218920e+03 1.860357e-02 9.815684e-01 9.907413e-02
1.218930e+03 1.860403e-02 9.815680e-01 9.907411e-02
